,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Segment,age,age_group
398,405,Vivien,Urion,Female,19,1971-09-28,Financial Analyst,Manufacturing,High Net Worth,N,Yes,14.0,1 Red Cloud Street,2770,NSW,Australia,8,Gold,46,40-49
399,406,Rhona,Spilsburie,Female,58,1987-06-16,Financial Analyst,Financial Services,High Net Worth,N,No,12.0,07 New Castle Circle,2646,NSW,Australia,1,Silver,30,30-39
400,407,Chryste,Acum,Female,82,1979-01-12,Structural Analysis Engineer,Financial Services,High Net Worth,N,Yes,15.0,78152 Harper Parkway,2756,NSW,Australia,8,Platinum,38,30-39
401,408,Kurtis,Baistow,Male,79,1991-08-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,11.0,981 West Way,3133,VIC,Australia,10,Gold,26,20-29
402,409,Tatiania,O'Kane,Female,84,1978-01-23,Executive Secretary,Health,Mass Customer,N,Yes,13.0,8 Monterey Plaza,2066,NSW,Australia,9,Bronze,39,30-39
403,410,Alicia,Townend,Female,14,1990-04-09,Structural Engineer,Health,Mass Customer,N,Yes,11.0,25 Graceland Way,2750,NSW,Australia,8,Gold,27,20-29
404,411,Cathyleen,Bern,Female,84,1977-03-31,Director of Sales,Financial Services,High Net Worth,N,No,12.0,41605 Mitchell Street,2750,NSW,Australia,8,Silver,40,40-49
405,412,Evanne,Feechum,Female,65,1960-04-23,VP Quality Control,IT,High Net Worth,N,No,19.0,42 Upham Pass,4558,QLD,Australia,3,Bronze,57,50-59
406,413,Simone,Denys,Male,79,1957-12-22,VP Quality Control,IT,High Net Worth,N,Yes,19.0,17 Sunfield Road,2211,NSW,Australia,9,Silver,60,60-69
407,414,Thorin,Grimoldby,Male,12,1976-07-16,Social Worker,Health,High Net Worth,N,No,10.0,84549 Jenifer Crossing,2570,NSW,Australia,8,Silver,41,40-49
408,415,Conchita,Jeans,Female,20,1955-05-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,18.0,5449 Jenna Road,2170,NSW,Australia,9,Bronze,62,60-69
409,416,Dory,Barnsdall,Female,14,1997-06-23,Software Consultant,Financial Services,Mass Customer,N,Yes,1.0,05 Butternut Crossing,4552,QLD,Australia,4,Bronze,20,20-29
410,417,Fernandina,Brambley,Female,37,1971-02-17,Biostatistician IV,Argiculture,Mass Customer,N,No,15.0,7427 Fuller Trail,3082,VIC,Australia,8,Platinum,46,40-49
411,418,Jere,Ding,Female,56,1958-12-22,VP Marketing,Argiculture,Mass Customer,N,No,6.0,713 Eastwood Terrace,2360,NSW,Australia,1,Gold,59,50-59
412,419,Chrissie,Bernardini,Female,34,1981-01-26,VP Marketing,Manufacturing,Affluent Customer,N,No,17.0,7526 Artisan Parkway,4223,QLD,Australia,8,Platinum,36,30-39
413,420,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,3 Oriole Place,3183,VIC,Australia,7,Platinum,59,50-59
414,421,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,690 Hanson Center,2330,NSW,Australia,3,Gold,18,<20
415,422,Vito,Norker,Male,78,2002-01-06,Senior Quality Engineer,Manufacturing,Affluent Customer,N,No,1.0,509 Fisk Hill,2031,NSW,Australia,11,Silver,15,<20
416,423,Orville,Akerman,Male,43,1956-11-08,Senior Quality Engineer,Manufacturing,Mass Customer,N,No,9.0,27 Petterle Center,4370,QLD,Australia,2,Silver,61,60-69
417,424,Dennie,Eunson,Male,77,1978-01-25,Research Nurse,Health,High Net Worth,N,No,9.0,3 Annamark Avenue,3150,VIC,Australia,11,Gold,39,30-39
418,425,Michaeline,Bordman,Female,60,1953-11-19,Sales Representative,Retail,Mass Customer,N,Yes,20.0,311 Dapin Point,2549,NSW,Australia,3,Platinum,64,60-69
419,426,Emlyn,Anstice,Female,10,1972-06-02,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,8.0,15082 Crest Line Plaza,3040,VIC,Australia,8,Platinum,45,40-49
420,427,Giusto,Torbett,Male,77,1996-12-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2.0,1 Carey Pass,2065,NSW,Australia,11,Bronze,21,20-29
421,428,Freida,Everil,Female,0,1977-05-03,Structural Engineer,Health,High Net Worth,N,Yes,14.0,8 Moland Pass,2065,NSW,Australia,10,Platinum,40,40-49
422,429,Berny,Bold,Female,7,1978-07-30,Community Outreach Specialist,IT,High Net Worth,N,Yes,21.0,25386 Fallview Place,2340,NSW,Australia,3,Gold,39,30-39
423,430,Janice,Himsworth,Female,46,1973-04-26,Paralegal,Financial Services,High Net Worth,N,Yes,11.0,8078 Talisman Trail,4209,QLD,Australia,7,Gold,44,40-49
424,431,Gale,Done,Male,8,1956-03-26,Research Nurse,Health,Affluent Customer,N,Yes,18.0,6920 Dwight Circle,4173,QLD,Australia,7,Bronze,61,60-69
425,432,Amby,Pentin,Male,83,1990-02-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,9 Lukken Parkway,2065,NSW,Australia,10,Platinum,27,20-29
426,433,Reinhard,Jubert,Male,94,1964-03-12,Statistician II,Property,Affluent Customer,N,No,15.0,09 Graceland Junction,3204,VIC,Australia,2,Platinum,53,50-59
427,434,Raff,Waadenburg,Male,93,1995-12-01,GIS Technical Architect,Financial Services,Mass Customer,N,Yes,19.0,155 Basil Junction,2210,NSW,Australia,10,Bronze,22,20-29
428,435,Jerome,Muggeridge,Male,5,1999-12-23,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1.0,4284 Surrey Circle,2068,NSW,Australia,12,Silver,18,<20
429,436,Erwin,Pendre,Male,75,1957-12-24,Internal Auditor,IT,Mass Customer,N,No,18.0,4 Almo Plaza,2085,NSW,Australia,10,Bronze,60,60-69
430,437,Sayres,Duthie,Male,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17.0,91 Porter Pass,3064,VIC,Australia,7,Gold,41,40-49
431,438,Ebenezer,Bottelstone,Male,25,1989-08-17,Internal Auditor,Property,High Net Worth,N,Yes,13.0,007 Gerald Place,3074,VIC,Australia,4,Platinum,28,20-29
432,439,Lida,Wych,Female,26,1974-07-08,GIS Technical Architect,Property,Affluent Customer,N,No,10.0,8788 Armistice Trail,3806,VIC,Australia,8,Silver,43,40-49
433,440,Sheena,O'Duggan,Female,46,1977-12-16,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10.0,1693 Artisan Hill,2259,NSW,Australia,6,Platinum,40,40-49
434,441,Felicle,Beneze,Female,74,1974-03-08,Analyst Programmer,IT,Mass Customer,N,No,11.0,532 Emmet Way,2260,NSW,Australia,8,Bronze,43,40-49
435,442,Linc,Vedyasov,Male,2,2001-10-06,Staff Scientist,Financial Services,Mass Customer,N,No,1.0,3 Sutteridge Park,4074,QLD,Australia,6,Gold,16,<20
436,443,Lauree,Leason,Female,21,1972-03-26,Staff Scientist,Argiculture,High Net Worth,N,Yes,10.0,25522 Mosinee Point,4215,QLD,Australia,7,Gold,45,40-49
437,444,Britteny,Falconer-Taylor,Female,32,1967-02-24,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8.0,421 Bobwhite Road,2160,NSW,Australia,6,Gold,50,50-59
438,445,Timothy,Wenham,Male,91,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5.0,41 Ronald Regan Center,3008,VIC,Australia,5,Platinum,33,30-39
439,446,Marilee,Oosthout de Vree,Female,73,1978-07-02,Tax Accountant,IT,Affluent Customer,N,Yes,4.0,3 Loomis Crossing,2217,NSW,Australia,9,Platinum,39,30-39
440,447,Brittany,Peasey,Female,98,2001-11-06,Help Desk Technician,Argiculture,Mass Customer,N,Yes,1.0,93 Jana Junction,2213,NSW,Australia,10,Gold,16,<20
441,448,Robin,Crack,Female,34,1995-04-26,Software Engineer III,IT,High Net Worth,N,No,3.0,528 Buell Crossing,2748,NSW,Australia,10,Bronze,22,20-29
442,449,Shana,Fortesquieu,Female,74,1974-09-24,VP Product Management,Manufacturing,High Net Worth,N,Yes,6.0,261 Northport Lane,2567,NSW,Australia,7,Silver,43,40-49
443,450,Myrlene,Rothwell,Female,5,1975-04-02,Structural Analysis Engineer,Entertainment,Mass Customer,N,Yes,18.0,98 Scott Parkway,2096,NSW,Australia,10,Bronze,42,40-49
444,451,Marlow,Flowerdew,Female,37,1959-08-11,Quality Control Specialist,IT,High Net Worth,N,No,7.0,8385 Lien Drive,3192,VIC,Australia,10,Silver,58,50-59
445,452,Natalee,Bamford,Female,22,1959-08-11,Account Coordinator,Property,Mass Customer,N,Yes,5.0,24919 Artisan Court,3015,VIC,Australia,8,Silver,58,50-59
446,453,Cornelius,Yarmouth,Female,81,1991-11-02,Assistant Professor,IT,High Net Worth,N,No,7.0,37093 Manitowish Center,2170,NSW,Australia,10,Gold,26,20-29
447,454,Eugenie,Domenc,Female,58,1991-11-02,Research Nurse,Health,Affluent Customer,N,Yes,7.0,9 Monterey Point,4221,QLD,Australia,10,Platinum,26,20-29
448,455,Mile,Dionisii,Male,97,1991-11-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5.0,6 Mariners Cove Center,2233,NSW,Australia,10,Bronze,26,20-29
449,456,Randolph,Redihalgh,Male,47,1975-11-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17.0,572 Gerald Trail,2145,NSW,Australia,7,Silver,42,40-49
450,457,Querida,Danilchev,Female,70,1980-12-14,Recruiting Manager,Financial Services,High Net Worth,N,Yes,17.0,7 Farmco Trail,2759,NSW,Australia,9,Silver,37,30-39
451,458,Osborn,Pentony,Male,57,1969-04-21,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18.0,19964 Nancy Drive,3121,VIC,Australia,8,Bronze,48,40-49
452,459,Bel,Cheeke,Female,88,1986-08-04,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13.0,57 Columbus Road,4870,QLD,Australia,5,Silver,31,30-39
453,460,Illa,Melendez,Female,0,1986-01-23,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,16.0,455 Hooker Lane,3337,VIC,Australia,2,Silver,31,30-39
454,461,Jsandye,Melendez,Female,19,1979-10-09,Social Worker,Health,Mass Customer,N,Yes,14.0,0777 Farwell Pass,2118,NSW,Australia,10,Platinum,38,30-39
455,462,Melany,Thorrington,Female,32,1960-01-01,Senior Cost Accountant,Manufacturing,Affluent Customer,N,Yes,5.0,23 Glacier Hill Avenue,2259,NSW,Australia,6,Gold,58,50-59
456,463,Allis,Blanche,Female,9,1962-03-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20.0,8750 Lakewood Gardens Park,2760,NSW,Australia,7,Silver,55,50-59
457,464,Karel,Dimelow,Female,32,1958-03-23,Developer III,Financial Services,Mass Customer,N,Yes,10.0,0619 Dorton Plaza,3150,VIC,Australia,11,Gold,59,50-59
458,465,Alina,Wilsey,Female,54,1976-03-27,Developer III,Financial Services,Affluent Customer,N,Yes,14.0,3469 Service Road,2770,NSW,Australia,5,Silver,41,40-49
459,466,Jarad,Bauser,Male,84,1991-01-27,Human Resources Assistant I,Manufacturing,Affluent Customer,N,Yes,2.0,9 Dahle Place,2763,NSW,Australia,9,Gold,26,20-29
460,467,Welbie,Rockliffe,Male,51,1954-01-02,Human Resources Assistant I,Property,Affluent Customer,N,No,15.0,8 Dayton Park,2050,NSW,Australia,9,Gold,64,60-69
461,468,Valeria,Ladyman,Female,11,1974-01-19,Software Test Engineer I,Property,High Net Worth,N,Yes,8.0,091 Farragut Crossing,3058,VIC,Australia,9,Gold,43,40-49
462,469,Levi,Cartmell,Male,91,1996-05-03,Actuary,Financial Services,High Net Worth,N,Yes,3.0,70488 Logan Court,2074,NSW,Australia,12,Gold,21,20-29
463,470,Darbee,Klimowicz,Male,22,2001-12-19,Internal Auditor,Retail,Mass Customer,N,No,1.0,0 Golf Lane,2120,NSW,Australia,11,Platinum,16,<20
464,471,Libby,Wardesworth,Female,82,1956-01-01,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14.0,663 Bellgrove Parkway,3812,VIC,Australia,8,Gold,62,60-69
465,472,Kippy,Jessel,Female,38,1990-11-16,Internal Auditor,Financial Services,Mass Customer,N,Yes,8.0,9907 Morningstar Pass,2147,NSW,Australia,9,Silver,27,20-29
466,473,Benji,O'Shirine,Male,2,1977-03-13,Junior Executive,Health,Mass Customer,N,Yes,20.0,29 South Point,3111,VIC,Australia,9,Platinum,40,40-49
467,474,Consolata,Clacson,Female,86,1983-01-15,Geologist IV,Entertainment,Affluent Customer,N,No,18.0,91 Eagle Crest Circle,2567,NSW,Australia,9,Bronze,34,30-39
468,475,Vernor,Jahnel,Male,0,1996-11-14,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,1.0,781 Dorton Avenue,3012,VIC,Australia,10,Gold,21,20-29
469,476,Kane,Jahnel,Male,65,1989-04-21,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,No,14.0,47 Dwight Road,4217,QLD,Australia,8,Silver,28,20-29
470,477,Cheri,Hazeman,Female,32,1960-11-26,Media Manager II,Financial Services,High Net Worth,N,Yes,13.0,6674 Russell Center,2197,NSW,Australia,9,Silver,57,50-59
471,478,Darcey,Harberer,Female,65,1961-01-21,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,Platinum,56,50-59
472,479,Blythe,Keighley,Female,11,1994-08-04,Registered Nurse,IT,Mass Customer,N,Yes,4.0,340 Northview Circle,2340,NSW,Australia,4,Platinum,23,20-29
473,480,Darelle,Ive,Female,67,1990-04-12,Registered Nurse,Health,Mass Customer,N,Yes,7.0,74011 Manufacturers Street,2320,NSW,Australia,6,Bronze,27,20-29
474,481,Marcella,Manzell,Female,68,1990-04-12,Programmer IV,Argiculture,Mass Customer,N,No,8.0,30991 Macpherson Parkway,2155,NSW,Australia,9,Bronze,27,20-29
475,482,Gar,Wallis,Male,33,1962-12-19,Sales Representative,Health,Mass Customer,N,No,20.0,40504 Tennyson Drive,2046,NSW,Australia,9,Platinum,55,50-59
476,483,Bertrand,Penkethman,Male,35,1973-05-02,Sales Representative,Retail,Affluent Customer,N,No,9.0,76369 Ridge Oak Place,3162,VIC,Australia,9,Gold,44,40-49
477,484,Mason,Kohrsen,Male,64,1974-04-24,Programmer IV,Manufacturing,Mass Customer,N,No,22.0,51188 Annamark Hill,2037,NSW,Australia,9,Silver,43,40-49
478,485,Ulrika,Steagall,Female,23,1974-11-08,Statistician III,Manufacturing,High Net Worth,N,No,20.0,00976 Sundown Lane,2428,NSW,Australia,3,Gold,43,40-49
479,486,Prudi,Edon,Female,0,1955-12-30,Technical Writer,Manufacturing,Affluent Customer,N,Yes,15.0,87 Stone Corner Park,3141,VIC,Australia,7,Gold,62,60-69
480,487,Elayne,Braiden,Female,70,1979-09-19,Food Chemist,Health,Mass Customer,N,No,10.0,9 Westridge Road,3178,VIC,Australia,9,Bronze,38,30-39
481,488,Domini,Ghelerdini,Female,24,1980-07-11,Help Desk Operator,Property,Mass Customer,N,Yes,10.0,4671 Buell Trail,3564,VIC,Australia,2,Silver,37,30-39
482,489,Tresa,Reeks,Female,18,1971-05-31,Senior Editor,Retail,Mass Customer,N,Yes,4.0,3743 Melody Avenue,3550,VIC,Australia,4,Silver,46,40-49
483,490,Lida,Boynton,Female,44,1992-06-15,Environmental Tech,Argiculture,Mass Customer,N,No,6.0,8670 Pine View Street,3070,VIC,Australia,11,Platinum,25,20-29
484,491,Andrea,Funcheon,Male,45,1976-02-20,Speech Pathologist,Property,Affluent Customer,N,Yes,19.0,31 Twin Pines Trail,3775,VIC,Australia,10,Gold,41,40-49
485,492,Pail,Ashplant,Male,54,1976-04-28,Environmental Tech,Financial Services,Mass Customer,N,No,21.0,11731 3rd Hill,3004,VIC,Australia,9,Silver,41,40-49
486,493,Tommie,Banbridge,Female,83,1960-09-13,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,411 Lien Place,4226,QLD,Australia,10,Bronze,57,50-59
487,494,Gaby,Prescott,Male,33,1975-06-02,Design Engineer,Manufacturing,Mass Customer,N,No,9.0,431 Ilene Center,2026,NSW,Australia,10,Bronze,42,40-49
488,495,Lucius,Prescott,Male,91,1959-02-21,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,4 Pond Parkway,3185,VIC,Australia,9,Silver,58,50-59
489,496,Korry,Cosgrove,Female,25,1976-01-28,Engineer II,Financial Services,Affluent Customer,N,Yes,11.0,61293 Delladonna Way,2015,NSW,Australia,9,Bronze,41,40-49
490,497,Allissa,Brinklow,Female,96,1974-01-09,VP Sales,Property,Mass Customer,N,Yes,11.0,6390 Truax Park,3012,VIC,Australia,9,Bronze,44,40-49
491,498,Emmalee,Sketcher,Female,58,1978-04-30,VP Sales,Manufacturing,High Net Worth,N,Yes,10.0,470 Bunting Center,2447,NSW,Australia,3,Platinum,39,30-39
492,499,Dalli,Baggally,Male,39,1961-03-15,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19.0,02 Boyd Crossing,3143,VIC,Australia,7,Platinum,56,50-59
493,500,Lazar,Crathern,Male,19,1992-04-11,Recruiting Manager,Retail,Affluent Customer,N,Yes,10.0,2639 Brown Road,3910,VIC,Australia,7,Platinum,25,20-29
494,501,Henrieta,MacClancey,Female,94,1977-06-10,Environmental Specialist,Retail,High Net Worth,N,No,19.0,0897 Little Fleur Way,3621,VIC,Australia,8,Bronze,40,40-49
495,502,Rica,Raveau,Female,39,1970-12-24,Teacher,Manufacturing,Mass Customer,N,No,18.0,353 Stuart Trail,4702,QLD,Australia,3,Silver,47,40-49
496,503,Burr,Gerb,Male,87,1989-07-19,Dental Hygienist,Health,Affluent Customer,N,Yes,10.0,9 Rowland Road,2133,NSW,Australia,10,Bronze,28,20-29
497,504,Vinny,Hegley,Male,93,1995-04-25,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7.0,830 Summit Center,3075,VIC,Australia,7,Gold,22,20-29
498,505,Wylma,Elsy,Female,40,1966-12-01,Health Coach II,Manufacturing,High Net Worth,N,Yes,10.0,4754 Moulton Alley,2069,NSW,Australia,9,Gold,51,50-59
499,506,Brett,Scrancher,Female,43,1985-02-14,Health Coach II,Retail,Mass Customer,N,No,21.0,808 Debra Center,3911,VIC,Australia,10,Platinum,32,30-39
500,507,Gwen,Jakubczyk,Female,98,1971-07-05,Project Manager,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,Gold,46,40-49
501,508,Abagail,Tordiffe,Female,94,1971-01-18,Project Manager,Property,Mass Customer,N,Yes,11.0,4 Thackeray Pass,2487,NSW,Australia,9,Gold,46,40-49
502,509,Tobe,Vamplew,Male,64,1979-08-06,Developer II,Financial Services,Affluent Customer,N,Yes,21.0,9 Bayside Hill,4123,QLD,Australia,6,Silver,38,30-39
503,510,Sheilah,Blackmore,Female,61,1992-06-15,Dental Hygienist,Financial Services,Mass Customer,N,No,2.0,20373 Kensington Pass,2151,NSW,Australia,8,Bronze,25,20-29
504,511,Theo,Tolmie,Female,92,1982-12-02,Dental Hygienist,Health,High Net Worth,N,No,10.0,7 Hooker Place,2428,NSW,Australia,3,Bronze,35,30-39
505,512,Sigfried,Semken,Male,76,1955-04-15,VP Accounting,Financial Services,Mass Customer,N,No,6.0,089 Old Shore Point,3156,VIC,Australia,8,Bronze,62,60-69
506,513,Kienan,Soar,Male,30,1996-06-20,Tax Accountant,IT,Mass Customer,N,No,7.0,5723 Raven Drive,3126,VIC,Australia,12,Gold,21,20-29
507,514,Trent,Verny,Male,9,1996-06-20,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0,08501 Kropf Trail,3152,VIC,Australia,10,Gold,21,20-29
508,515,Winna,Verny,Female,55,1989-09-04,Help Desk Operator,IT,High Net Worth,N,No,8.0,12845 Paget Lane,2026,NSW,Australia,12,Platinum,28,20-29
509,516,Craggy,Loadsman,Male,23,1958-01-07,Environmental Tech,Financial Services,Mass Customer,N,No,20.0,1 Vidon Pass,2233,NSW,Australia,8,Platinum,60,60-69
510,517,Iona,Fidgeon,Female,73,1985-08-20,Chief Design Engineer,Property,Mass Customer,N,Yes,3.0,590 Hayes Court,2027,NSW,Australia,11,Silver,32,30-39
511,518,Bernhard,Senett,Male,60,1991-04-28,Database Administrator IV,Retail,Mass Customer,N,Yes,10.0,49503 Sachtjen Circle,4208,QLD,Australia,8,Bronze,26,20-29
512,519,Rabi,Nissle,Male,83,2000-04-07,VP Quality Control,Retail,Mass Customer,N,Yes,1.0,2595 Grover Drive,3124,VIC,Australia,12,Silver,17,<20
513,520,Jazmin,Neumann,Female,66,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0,3169 Old Gate Point,2211,NSW,Australia,9,Bronze,53,50-59
514,521,Peri,Hovie,Female,29,1978-12-19,Help Desk Operator,Health,High Net Worth,N,No,16.0,90974 Chinook Parkway,2564,NSW,Australia,8,Bronze,39,30-39
515,522,Lynnelle,Comettoi,Female,64,1976-11-05,Senior Financial Analyst,Health,Affluent Customer,N,Yes,16.0,75790 Towne Avenue,4221,QLD,Australia,9,Bronze,41,40-49
516,523,Elberta,Tixall,Female,44,1974-11-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16.0,62 Northport Lane,2049,NSW,Australia,10,Gold,43,40-49
517,524,Florence,Held,Female,16,1962-09-09,Nurse,Retail,Mass Customer,N,No,11.0,84 Calypso Circle,3690,VIC,Australia,5,Gold,55,50-59
518,525,Lennard,Donizeau,Male,64,1980-02-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,81848 Amoth Road,3282,VIC,Australia,2,Platinum,37,30-39
519,526,Ardelle,Topaz,Male,9,1990-10-19,Social Worker,Health,Mass Customer,N,Yes,7.0,27230 7th Place,2068,NSW,Australia,12,Bronze,27,20-29
520,527,Lorilyn,Topaz,Female,81,1990-10-19,VP Quality Control,Financial Services,Mass Customer,N,Yes,9.0,1 Cordelia Alley,2261,NSW,Australia,8,Bronze,27,20-29
521,528,Gayel,Downs,Female,10,1979-06-06,Registered Nurse,Health,Mass Customer,N,No,4.0,80 Lakewood Street,2576,NSW,Australia,10,Gold,38,30-39
522,529,Sandor,Tumber,Male,18,1989-07-21,Operator,Retail,Affluent Customer,N,Yes,10.0,66834 Melby Way,2160,NSW,Australia,9,Gold,28,20-29
523,530,Townie,Perez,Male,2,1974-09-24,Recruiter,Manufacturing,Mass Customer,N,No,15.0,35796 Buhler Plaza,3108,VIC,Australia,10,Bronze,43,40-49
524,531,Modesty,Fletcher,Female,94,1993-08-26,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1.0,306 Longview Street,2145,NSW,Australia,7,Silver,24,20-29
525,532,Row,Mawditt,Female,25,1961-01-14,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,19.0,39632 Michigan Park,4165,QLD,Australia,5,Gold,57,50-59
526,533,Conny,Shearmer,Male,40,1981-12-14,Database Administrator III,Retail,Mass Customer,N,No,11.0,1038 Hayes Point,2021,NSW,Australia,7,Gold,36,30-39
527,534,Madel,Palffrey,Female,2,1954-08-16,Systems Administrator I,Retail,Mass Customer,N,No,12.0,46 Eastlawn Lane,2218,NSW,Australia,11,Platinum,63,60-69
528,535,Gracie,Merrifield,Female,67,1993-05-04,Recruiting Manager,Retail,Affluent Customer,N,No,3.0,12 Monument Alley,3124,VIC,Australia,12,Bronze,24,20-29
529,536,Jannelle,Leist,Female,64,1959-04-07,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16.0,64700 2nd Alley,2145,NSW,Australia,7,Silver,58,50-59
530,537,Raine,Sneezum,Female,16,1989-03-26,Structural Engineer,Entertainment,High Net Worth,N,No,7.0,999 Huxley Hill,2190,NSW,Australia,10,Bronze,28,20-29
531,538,Millicent,Wiffler,Female,33,1956-10-21,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,311 Emmet Point,4211,QLD,Australia,7,Gold,61,60-69
532,539,Hobie,Knappett,Male,53,1975-08-10,Chemical Engineer,Health,High Net Worth,N,No,15.0,000 Jana Hill,3170,VIC,Australia,9,Platinum,42,40-49
533,540,Tresa,Dy,Female,80,2001-04-28,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0,7671 Oak Valley Junction,2170,NSW,Australia,9,Silver,16,<20
534,541,Annissa,Balmforth,Female,23,1966-01-01,Accountant III,Manufacturing,Affluent Customer,N,Yes,13.0,8304 Derek Park,3130,VIC,Australia,10,Silver,52,50-59
535,542,Berri,McManamen,Female,78,1967-01-14,Accountant III,Manufacturing,Mass Customer,N,No,18.0,8635 Cody Crossing,2337,NSW,Australia,6,Gold,51,50-59
536,543,Mikey,Rizzetti,Male,9,1973-08-03,Account Coordinator,Retail,Affluent Customer,N,Yes,17.0,20 Debs Road,2307,NSW,Australia,4,Silver,44,40-49
537,544,Giacomo,Johanning,Male,51,1990-10-12,Structural Engineer,Manufacturing,High Net Worth,N,Yes,5.0,858 Independence Terrace,2121,NSW,Australia,10,Bronze,27,20-29
538,545,Alecia,Crosse,Female,43,1978-06-04,Project Manager,Health,Mass Customer,N,Yes,18.0,142 Cambridge Place,2761,NSW,Australia,8,Platinum,39,30-39
539,546,Jorie,Pigott,Female,80,1981-02-24,Information Systems Manager,Health,Mass Customer,N,Yes,12.0,20198 Hansons Plaza,2340,NSW,Australia,2,Gold,36,30-39
540,547,Andee,Robjant,Female,22,1996-05-14,Sales Associate,Health,Mass Customer,N,No,5.0,04678 Elka Crossing,2745,NSW,Australia,9,Silver,21,20-29
541,548,Georgie,Cudbertson,Female,84,1985-06-15,Human Resources Manager,IT,High Net Worth,N,Yes,7.0,5 Farmco Junction,4127,QLD,Australia,7,Platinum,32,30-39
542,549,Abrahan,Luckman,Male,84,1985-06-15,Human Resources Manager,Retail,Mass Customer,N,Yes,2.0,2 East Circle,2716,NSW,Australia,1,Platinum,32,30-39
543,550,Emeline,Jorioz,Female,16,1976-07-10,Structural Engineer,Retail,Mass Customer,N,No,15.0,1949 Pepper Wood Pass,3168,VIC,Australia,6,Silver,41,40-49
544,551,Florence,Muldoon,Female,8,1987-08-10,Structural Engineer,Financial Services,High Net Worth,N,No,9.0,7901 Park Meadow Plaza,3076,VIC,Australia,7,Bronze,30,30-39
545,552,Hilly,Kleinmann,Male,66,1978-09-09,Geological Engineer,Manufacturing,High Net Worth,N,Yes,20.0,58 Maywood Place,2750,NSW,Australia,9,Bronze,39,30-39
546,553,Charlean,Fantone,Female,62,1979-05-12,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,7.0,532 Bartillon Circle,2166,NSW,Australia,7,Gold,38,30-39
547,554,Esmaria,Dobbison,Female,33,1955-05-06,Graphic Designer,Health,Mass Customer,N,Yes,7.0,032 Kenwood Circle,2031,NSW,Australia,9,Bronze,62,60-69
548,555,Jarib,Senior,Male,99,1970-11-08,Junior Executive,Property,Mass Customer,N,No,4.0,67 8th Terrace,3564,VIC,Australia,4,Silver,47,40-49
549,556,Oralia,Gifford,Female,69,1957-09-08,Junior Executive,Property,Mass Customer,N,No,11.0,06008 Anthes Pass,2478,NSW,Australia,8,Gold,60,60-69
550,557,Cassie,Morley,Female,67,1961-06-02,Programmer Analyst III,Manufacturing,Affluent Customer,N,Yes,18.0,956 Mccormick Place,4127,QLD,Australia,2,Bronze,56,50-59
551,558,Allene,Claypole,Female,96,1973-05-25,Programmer Analyst III,Manufacturing,Mass Customer,N,No,8.0,6 Eggendart Circle,3016,VIC,Australia,7,Gold,44,40-49
